catalogue,source_file,ws,Technology,cat,par,unit,est,year,val,note,note_text,ref,ref_text
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Technology-specific data,"Heat efficiency (net, name plate) []",,ctrl,2015,0.791624,"[A, B]",,,
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Technology-specific data,"Heat efficiency (net, name plate) []",,ctrl,2020,0.791624,"[A, B]",,,
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Technology-specific data,"Heat efficiency (net, name plate) []",,ctrl,2030,0.789274,"[A, B]",,,
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Technology-specific data,"Heat efficiency (net, name plate) []",,ctrl,2050,0.793015,"[A, B]",,,
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Technology-specific data,"Heat efficiency (net, name plate) []",,lower,2020,0.75,"[A, B]",,,
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Technology-specific data,"Heat efficiency (net, name plate) []",,upper,2020,0.85,"[A, B]",,,
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Technology-specific data,"Heat efficiency (net, name plate) []",,lower,2050,0.72,"[A, B]",,,
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Technology-specific data,"Heat efficiency (net, name plate) []",,upper,2050,0.86,"[A, B]",,,
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Technology-specific data,Nominal investment (*total) [MEUR/MW_i],MEUR/MW_i,ctrl,2015,3.2539205155746505,N,"Assuming LOT-based tendering of electromechanical equipment. EPC contracting is expected at unchanged or slightly higher cost (0-10%), provided only construction is included in the EPC contract..",1,"Rambøll present work, range of WtE-projects"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Technology-specific data,Nominal investment (*total) [MEUR/MW_i],MEUR/MW_i,ctrl,2020,2.5095596133190115,N,"Assuming LOT-based tendering of electromechanical equipment. EPC contracting is expected at unchanged or slightly higher cost (0-10%), provided only construction is included in the EPC contract..",1,"Rambøll present work, range of WtE-projects"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Technology-specific data,Nominal investment (*total) [MEUR/MW_i],MEUR/MW_i,ctrl,2030,2.445757250268528,N,"Assuming LOT-based tendering of electromechanical equipment. EPC contracting is expected at unchanged or slightly higher cost (0-10%), provided only construction is included in the EPC contract..",1,"Rambøll present work, range of WtE-projects"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Technology-specific data,Nominal investment (*total) [MEUR/MW_i],MEUR/MW_i,ctrl,2050,2.2224489795918365,N,"Assuming LOT-based tendering of electromechanical equipment. EPC contracting is expected at unchanged or slightly higher cost (0-10%), provided only construction is included in the EPC contract..",1,"Rambøll present work, range of WtE-projects"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Technology-specific data,Nominal investment (*total) [MEUR/MW_i],MEUR/MW_i,lower,2020,2.137379162191192,N,"Assuming LOT-based tendering of electromechanical equipment. EPC contracting is expected at unchanged or slightly higher cost (0-10%), provided only construction is included in the EPC contract..",1,"Rambøll present work, range of WtE-projects"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Technology-specific data,Nominal investment (*total) [MEUR/MW_i],MEUR/MW_i,upper,2020,2.9455424274973145,N,"Assuming LOT-based tendering of electromechanical equipment. EPC contracting is expected at unchanged or slightly higher cost (0-10%), provided only construction is included in the EPC contract..",1,"Rambøll present work, range of WtE-projects"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Technology-specific data,Nominal investment (*total) [MEUR/MW_i],MEUR/MW_i,lower,2050,1.616326530612245,N,"Assuming LOT-based tendering of electromechanical equipment. EPC contracting is expected at unchanged or slightly higher cost (0-10%), provided only construction is included in the EPC contract..",1,"Rambøll present work, range of WtE-projects"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Technology-specific data,Nominal investment (*total) [MEUR/MW_i],MEUR/MW_i,upper,2050,2.7647690655209454,N,"Assuming LOT-based tendering of electromechanical equipment. EPC contracting is expected at unchanged or slightly higher cost (0-10%), provided only construction is included in the EPC contract..",1,"Rambøll present work, range of WtE-projects"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Technology-specific data,Nominal investment (*total) [MEUR/t_i],MEUR/t_i,ctrl,2015,946.4017185821697,N,"Assuming LOT-based tendering of electromechanical equipment. EPC contracting is expected at unchanged or slightly higher cost (0-10%), provided only construction is included in the EPC contract..",1,"Rambøll present work, range of WtE-projects"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Technology-specific data,Nominal investment (*total) [MEUR/t_i],MEUR/t_i,ctrl,2020,925.1342642320086,N,"Assuming LOT-based tendering of electromechanical equipment. EPC contracting is expected at unchanged or slightly higher cost (0-10%), provided only construction is included in the EPC contract..",1,"Rambøll present work, range of WtE-projects"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Technology-specific data,Nominal investment (*total) [MEUR/t_i],MEUR/t_i,ctrl,2030,903.8668098818474,N,"Assuming LOT-based tendering of electromechanical equipment. EPC contracting is expected at unchanged or slightly higher cost (0-10%), provided only construction is included in the EPC contract..",1,"Rambøll present work, range of WtE-projects"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Technology-specific data,Nominal investment (*total) [MEUR/t_i],MEUR/t_i,ctrl,2050,818.796992481203,N,"Assuming LOT-based tendering of electromechanical equipment. EPC contracting is expected at unchanged or slightly higher cost (0-10%), provided only construction is included in the EPC contract..",1,"Rambøll present work, range of WtE-projects"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Technology-specific data,Nominal investment (*total) [MEUR/t_i],MEUR/t_i,lower,2020,786.8958109559613,N,"Assuming LOT-based tendering of electromechanical equipment. EPC contracting is expected at unchanged or slightly higher cost (0-10%), provided only construction is included in the EPC contract..",1,"Rambøll present work, range of WtE-projects"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Technology-specific data,Nominal investment (*total) [MEUR/t_i],MEUR/t_i,upper,2020,1084.640171858217,N,"Assuming LOT-based tendering of electromechanical equipment. EPC contracting is expected at unchanged or slightly higher cost (0-10%), provided only construction is included in the EPC contract..",1,"Rambøll present work, range of WtE-projects"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Technology-specific data,Nominal investment (*total) [MEUR/t_i],MEUR/t_i,lower,2050,595.4887218045112,N,"Assuming LOT-based tendering of electromechanical equipment. EPC contracting is expected at unchanged or slightly higher cost (0-10%), provided only construction is included in the EPC contract..",1,"Rambøll present work, range of WtE-projects"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Technology-specific data,Nominal investment (*total) [MEUR/t_i],MEUR/t_i,upper,2050,1020.8378088077336,N,"Assuming LOT-based tendering of electromechanical equipment. EPC contracting is expected at unchanged or slightly higher cost (0-10%), provided only construction is included in the EPC contract..",1,"Rambøll present work, range of WtE-projects"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Technology-specific data,Nominal investment (equipment) [MEUR/MW_i],MEUR/MW_i,ctrl,2015,2.020408163265306,N,"Assuming LOT-based tendering of electromechanical equipment. EPC contracting is expected at unchanged or slightly higher cost (0-10%), provided only construction is included in the EPC contract..",1,"Rambøll present work, range of WtE-projects"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Technology-specific data,Nominal investment (equipment) [MEUR/MW_i],MEUR/MW_i,ctrl,2020,1.563157894736842,N,"Assuming LOT-based tendering of electromechanical equipment. EPC contracting is expected at unchanged or slightly higher cost (0-10%), provided only construction is included in the EPC contract..",1,"Rambøll present work, range of WtE-projects"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Technology-specific data,Nominal investment (equipment) [MEUR/MW_i],MEUR/MW_i,ctrl,2030,1.5525241675617616,N,"Assuming LOT-based tendering of electromechanical equipment. EPC contracting is expected at unchanged or slightly higher cost (0-10%), provided only construction is included in the EPC contract..",1,"Rambøll present work, range of WtE-projects"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Technology-specific data,Nominal investment (equipment) [MEUR/MW_i],MEUR/MW_i,ctrl,2050,1.4036519871106339,N,"Assuming LOT-based tendering of electromechanical equipment. EPC contracting is expected at unchanged or slightly higher cost (0-10%), provided only construction is included in the EPC contract..",1,"Rambøll present work, range of WtE-projects"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Technology-specific data,Nominal investment (equipment) [MEUR/MW_i],MEUR/MW_i,lower,2020,1.3292158968850698,N,"Assuming LOT-based tendering of electromechanical equipment. EPC contracting is expected at unchanged or slightly higher cost (0-10%), provided only construction is included in the EPC contract..",1,"Rambøll present work, range of WtE-projects"
